SOAcondition,Unnamed: 12,Unnamed: 13,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
negative,,,1,1050,add,2,2493,large,6_8_add_true.jpg,101,True,1680,0.387716633175,-0.0268091701207,4,220.0
negative,,,1,1050,add,2,984,small,5_3_add_true.jpg,101,True,1680,-0.248510392437,-0.220593884455,0,280.0
neutral,,,1,1050,mult,2,1665,large,8_4_mult_true.jpg,101,True,1680,1.12237565392,0.116522377544,2,320.0
negative,,,1,1050,mult,2,1089,small,2_7_mult_true.jpg,101,True,1680,-0.249879532245,-0.316977495847,0,60.0
neutral,,,1,1050,add,2,1599,large,6_8_add_true.jpg,101,True,1680,0.225731436049,0.0582337318808,0,240.0
neutral,,,1,1050,add,1,1687,small,2_7_add_FI.jpg,101,False,1680,1.48653587383,1.55541791059,1,360.0
negative,,,1,1050,mult,2,1168,small,3_6_mult_true.jpg,101,True,1680,0.289014491275,0.190507731812,0,40.0
negative,,,1,1050,mult,1,1489,small,3_6_mult_FNI.jpg,101,False,1680,1.45960030432,1.63916408672,0,100.0
neutral,,,1,1050,add,2,1305,small,5_3_add_true.jpg,101,True,1680,-0.21816471936,-0.187746973607,0,300.0
neutral,,,1,1050,mult,1,1395,small,2_7_mult_FI.jpg,101,False,1680,1.09500476389,1.21172106825,0,240.0
negative,,,1,1050,mult,1,1652,large,4_9_mult_FI.jpg,101,False,1680,1.56781620174,1.66377407228,0,240.0
neutral,,,1,1050,mult,1,1521,small,3_6_mult_FNI.jpg,101,False,1680,1.40930607274,1.38549640529,0,320.0
neutral,,,0,1050,mult,2,1989,large,6_8_mult_FNI.jpg,101,False,1680,-0.339371991821,-0.407784734064,1,420.0
negative,,,1,1050,add,1,1439,small,5_3_add_FI.jpg,101,False,1680,0.886545620659,1.06867901687,4,100.0
neutral,,,1,1050,mult,1,1393,small,8_2_mult_FI.jpg,101,False,1680,0.900031163069,1.01508611756,1,220.0
neutral,,,1,1050,add,2,1340,large,4_9_add_true.jpg,101,True,1680,-0.161566412508,-0.139443478172,0,340.0
neutral,,,1,1050,add,1,1909,small,3_6_add_FNI.jpg,101,False,1680,1.50448690865,1.42633737323,0,280.0
negative,,,1,1050,mult,1,1420,small,5_3_mult_FNI.jpg,101,False,1680,1.60948106685,1.31253727851,0,380.0
neutral,,,1,1050,add,2,1262,small,3_6_add_true.jpg,101,True,1680,-0.139115500982,-0.0633602558175,0,320.0
neutral,,,1,1050,add,1,1312,small,3_6_add_FI.jpg,101,False,1680,1.31154441158,1.22548756431,2,60.0
neutral,,,1,1050,add,2,2268,large,9_7_add_true.jpg,101,True,1680,0.967076797157,0.0161961014073,3,40.0
negative,,,1,1050,mult,1,2339,small,3_6_mult_FI.jpg,101,False,1680,1.46659961248,0.517070554329,5,60.0
negative,,,1,1050,mult,1,1609,large,8_4_mult_FI.jpg,101,False,1680,1.30491456276,0.753410945192,1,40.0
neutral,,,1,1050,mult,2,1438,small,2_7_mult_true.jpg,101,True,1680,0.554700196225,-0.0550959067548,1,160.0
negative,,,1,1050,add,1,1636,small,5_3_add_FNI.jpg,101,False,1680,1.43999407301,0.786087740304,2,40.0
neutral,,,1,1050,mult,1,1458,small,3_6_mult_FI.jpg,101,False,1680,0.830199459214,0.836449109699,1,200.0
neutral,,,1,1050,add,2,1004,small,8_2_add_true.jpg,101,True,1680,0.165770655163,-0.0461075362868,0,180.0
negative,,,1,1050,mult,2,1591,large,4_9_mult_true.jpg,101,True,1680,1.31280334653,0.714214767783,3,40.0
neutral,,,1,1050,mult,2,1487,large,9_7_mult_true.jpg,101,True,1680,1.44615134937,0.951112383722,0,40.0
negative,,,1,1050,add,1,2135,large,4_9_add_FNI.jpg,101,False,1680,1.65002147015,1.1996167042,1,320.0
negative,,,1,1050,add,2,1242,small,2_7_add_true.jpg,101,True,1680,-0.317770260557,-0.386932508077,0,440.0
negative,,,1,1050,mult,2,1291,small,8_2_mult_true.jpg,101,True,1680,-0.113852795205,-0.0985487190851,1,360.0
neutral,,,1,1050,add,2,895,small,8_2_add_true.jpg,101,True,1680,-0.107530594414,-0.0944783174832,0,300.0
neutral,,,1,1050,mult,1,1598,small,5_3_mult_FI.jpg,101,False,1680,1.34406591113,1.14593975972,2,400.0
negative,,,1,1050,mult,2,1041,small,3_6_mult_true.jpg,101,True,1680,-0.139599269022,-0.132432151559,0,360.0
neutral,,,1,1050,add,2,1032,small,2_7_add_true.jpg,101,True,1680,0.336237931013,0.231118699693,0,40.0
neutral,,,1,1050,mult,2,1008,large,4_9_mult_true.jpg,101,True,1680,-0.0827256573333,-0.0309573133455,0,200.0
negative,,,1,1050,add,1,1234,small,3_6_add_FI.jpg,101,False,1680,1.43096206209,1.11277682463,0,260.0
neutral,,,0,1050,add,2,1214,large,9_7_add_FI.jpg,101,False,1680,-0.238964539027,-0.274716777114,0,140.0
neutral,,,1,1050,add,1,1489,small,8_2_add_FI.jpg,101,False,1680,0.560478353229,0.372345359735,0,320.0
neutral,,,1,1050,mult,2,1281,large,6_8_mult_true.jpg,101,True,1680,0.407799311145,0.248633537295,1,260.0
negative,,,1,1050,add,1,1342,small,8_2_add_FI.jpg,101,False,1680,1.22121649638,1.2395466844,0,440.0
negative,,,1,1050,mult,2,1098,small,5_3_mult_true.jpg,101,True,1680,-0.172219870995,-0.102338293328,0,280.0
negative,,,0,1050,mult,-1,None,large,9_7_mult_true.jpg,101,True,1680,0.202344140292,0.219290969724,0,40.0
neutral,,,1,1050,mult,2,1303,small,5_3_mult_true.jpg,101,True,1680,0.508083427173,0.196358140268,0,40.0
neutral,,,1,1050,mult,1,2097,large,9_7_mult_FNI.jpg,101,False,1680,1.71685943054,1.67456505054,2,460.0
negative,,,1,1050,mult,1,1478,small,8_2_mult_FI.jpg,101,False,1680,0.805959652697,0.727275448511,1,280.0
negative,,,1,1050,mult,2,1170,large,9_7_mult_true.jpg,101,True,1680,-0.248613712603,-0.194565534194,1,300.0
negative,,,1,1050,mult,1,1884,large,9_7_mult_FNI.jpg,101,False,1680,0.671089423081,0.473458442786,0,60.0
negative,,,1,1050,add,2,1342,small,3_6_add_true.jpg,101,True,1680,-0.150800245315,-0.033419451281,0,100.0
neutral,,,1,1050,add,1,1633,large,9_7_add_FNI.jpg,101,False,1680,1.28108713686,1.33400769701,0,80.0
neutral,,,1,1050,mult,1,1769,small,2_7_mult_FNI.jpg,101,False,1680,1.67253443524,1.49729112827,0,120.0
negative,,,1,1050,add,2,1233,large,9_7_add_true.jpg,101,True,1680,-0.150726870519,-0.132607025082,0,300.0
neutral,,,1,1050,add,1,1276,small,5_3_add_FNI.jpg,101,False,1680,0.675794693047,0.600506466574,1,360.0
negative,,,1,1050,mult,2,1281,large,6_8_mult_true.jpg,101,True,1680,-0.135126411042,-0.10253708943,0,300.0
neutral,,,0,1050,add,1,1303,large,4_9_add_true.jpg,101,True,1680,0.711079923931,0.832068103426,1,100.0
neutral,,,1,1050,add,1,1727,small,2_7_add_FNI.jpg,101,False,1680,0.954367988983,0.909025640651,1,40.0
neutral,,,1,1050,add,2,2921,large,6_8_add_true.jpg,101,True,1680,0.686073558282,0.477021931006,3,40.0
neutral,,,1,1050,add,1,2878,large,8_4_add_FNI.jpg,101,False,1680,1.57363584461,1.473621173,0,280.0
negative,,,1,1050,add,2,1433,large,8_4_add_true.jpg,101,True,1680,0.583229062329,0.125944272993,0,40.0
negative,,,1,1050,add,1,1669,large,8_4_add_FNI.jpg,101,False,1680,1.59793071539,1.49699952534,1,160.0
neutral,,,1,1050,mult,2,1432,small,3_6_mult_true.jpg,101,True,1680,-0.293842140058,-0.287988971393,0,100.0
negative,,,1,1050,mult,2,1404,small,5_3_mult_true.jpg,101,True,1680,0.608324144807,0.293600021351,0,40.0
negative,,,0,1050,mult,2,2547,large,4_9_mult_FNI.jpg,101,False,1680,1.6646863017,1.11135033149,1,580.0
neutral,,,1,1050,add,1,2419,large,6_8_add_FI.jpg,101,False,1680,1.60802405107,1.24903502255,2,200.0
negative,,,1,1050,add,1,2499,small,8_2_add_FNI.jpg,101,False,1680,1.53351854799,1.39093617351,1,340.0
neutral,,,1,1050,mult,2,1459,small,2_7_mult_true.jpg,101,True,1680,0.44648786858,0.074877107206,2,60.0
negative,,,1,1050,mult,2,1316,large,6_8_mult_true.jpg,101,True,1680,0.223558880494,-0.154763811431,0,300.0
negative,,,1,1050,add,2,2207,large,4_9_add_true.jpg,101,True,1680,1.5372787021,0.0497206626607,1,40.0
neutral,,,1,1050,add,1,1905,large,4_9_add_FI.jpg,101,False,1680,0.481023927588,0.269899022574,0,40.0
negative,,,1,1050,add,1,1589,large,9_7_add_FI.jpg,101,False,1680,0.850934778674,0.766217366559,1,60.0
negative,,,1,1050,mult,2,1676,large,8_4_mult_true.jpg,101,True,1680,0.30032947415,0.132302850264,0,300.0
neutral,,,1,1050,add,2,2004,large,8_4_add_true.jpg,101,True,1680,1.34543347963,0.646488377431,0,200.0
negative,,,1,1050,add,2,1549,large,4_9_add_true.jpg,101,True,1680,0.482783895787,0.0757922241428,1,60.0
neutral,,,1,1050,mult,1,1559,large,8_4_mult_FI.jpg,101,False,1680,1.15153211613,1.06525571055,1,240.0
neutral,,,1,1050,mult,1,1621,large,4_9_mult_FI.jpg,101,False,1680,0.169646595916,0.152141621259,1,260.0
negative,,,0,1050,add,2,2377,large,6_8_add_FNI.jpg,101,False,1680,1.14049054303,0.60140302305,1,100.0
neutral,,,1,1050,mult,2,1291,large,4_9_mult_true.jpg,101,True,1680,0.268888402434,0.179195143936,0,180.0
neutral,,,1,1050,add,1,1542,small,5_3_add_FI.jpg,101,False,1680,1.08947246835,0.363242443584,2,520.0
negative,,,1,1050,mult,1,1790,large,6_8_mult_FNI.jpg,101,False,1680,0.882417904691,0.764146141489,2,240.0
negative,,,1,1050,add,1,1528,small,2_7_add_FI.jpg,101,False,1680,0.884929756243,0.81618469784,0,40.0
negative,,,1,1050,add,1,1497,small,2_7_add_FNI.jpg,101,False,1680,0.464396176399,0.152753972467,0,280.0
neutral,,,1,1050,add,1,1758,large,8_4_add_FI.jpg,101,False,1680,0.90942094844,0.926965033346,1,80.0
negative,,,1,1050,mult,1,1410,large,6_8_mult_FI.jpg,101,False,1680,0.184788183012,0.178444394233,0,40.0
negative,,,1,1050,add,1,1827,large,6_8_add_FI.jpg,101,False,1680,0.464605667602,0.266535971564,1,100.0
negative,,,1,1050,add,1,1658,large,4_9_add_FI.jpg,101,False,1680,0.23798416118,0.208353854341,1,80.0
neutral,,,0,1050,mult,2,2007,large,4_9_mult_FNI.jpg,101,False,1680,0.401856027184,0.189412306862,0,180.0
neutral,,,1,1050,mult,1,1549,small,5_3_mult_FNI.jpg,101,False,1680,1.21220394502,0.622771269603,2,300.0
negative,,,1,1050,add,2,1481,large,9_7_add_true.jpg,101,True,1680,0.398306788267,0.0148361642842,0,200.0
negative,,,1,1050,add,1,1555,large,9_7_add_FNI.jpg,101,False,1680,1.06958901309,0.766154579741,1,40.0
neutral,,,1,1050,mult,1,1582,large,6_8_mult_FI.jpg,101,False,1680,1.47827003009,1.34225676108,0,40.0
negative,,,1,1050,add,2,1407,small,8_2_add_true.jpg,101,True,1680,0.498591527454,0.337229505771,1,40.0
negative,,,1,1050,mult,2,1189,small,2_7_mult_true.jpg,101,True,1680,0.154172666721,0.0633965157302,0,140.0
negative,,,1,1050,mult,1,1437,large,8_4_mult_FNI.jpg,101,False,1680,0.593945665468,0.597383772977,2,340.0
neutral,,,1,1050,mult,2,2711,small,8_2_mult_true.jpg,101,True,1680,0.21251639882,0.0837978636193,1,60.0
negative,,,1,1050,add,2,1150,small,3_6_add_true.jpg,101,True,1680,-0.151362374785,-0.0036248813879,0,240.0
negative,,,1,1050,add,2,990,small,2_7_add_true.jpg,101,True,1680,0.0552015495271,-0.00950659065482,0,140.0
neutral,,,1,1050,add,1,2099,small,8_2_add_FNI.jpg,101,False,1680,1.62097327999,1.44402390308,0,320.0
negative,,,1,1050,mult,2,1914,large,4_9_mult_true.jpg,101,True,1680,-0.133983341564,-0.0183870722748,0,320.0
negative,,,1,1050,add,1,1863,large,8_4_add_FI.jpg,101,False,1680,1.30410314536,1.12262287772,2,80.0
neutral,,,1,1050,add,1,2337,large,4_9_add_FNI.jpg,101,False,1680,0.977945480581,0.790817768978,2,60.0
neutral,,,1,1050,mult,1,1493,small,8_2_mult_FNI.jpg,101,False,1680,0.429508782583,0.314984663577,0,160.0
neutral,,,1,1050,add,2,1497,large,9_7_add_true.jpg,101,True,1680,0.428639102383,0.133161614246,1,160.0
neutral,,,1,1050,add,2,1324,small,5_3_add_true.jpg,101,True,1680,0.427453669799,0.187773397917,1,80.0
negative,,,1,1050,mult,1,1548,small,2_7_mult_FNI.jpg,101,False,1680,1.42174166492,1.30769933332,1,60.0
negative,,,1,1050,add,1,1987,small,3_6_add_FNI.jpg,101,False,1680,0.850434407859,0.699776610979,0,80.0
negative,,,1,1050,add,2,1041,small,5_3_add_true.jpg,101,True,1680,0.298552602186,0.165005518988,0,60.0
neutral,,,1,1050,mult,2,1284,small,5_3_mult_true.jpg,101,True,1680,-0.107769620954,0.00713387599741,0,260.0
negative,,,1,1050,add,2,2180,large,8_4_add_true.jpg,101,True,1680,0.351419456594,-0.152708626799,0,260.0
neutral,,,1,1050,mult,1,1831,large,8_4_mult_FNI.jpg,101,False,1680,1.1745362591,1.19285837369,1,380.0
negative,,,1,1050,mult,1,1522,small,8_2_mult_FNI.jpg,101,False,1680,0.778739268367,0.72278462895,1,620.0
negative,,,1,1050,mult,1,1670,large,9_7_mult_FI.jpg,101,False,1680,0.264080296257,0.296531388346,0,520.0
negative,,,1,1050,mult,1,1382,small,2_7_mult_FI.jpg,101,False,1680,0.367197798451,0.403706312203,0,340.0
neutral,,,1,1050,mult,2,1463,small,8_2_mult_true.jpg,101,True,1680,0.312352027546,-0.0287425257053,1,100.0
negative,,,1,1050,mult,2,1574,large,8_4_mult_true.jpg,101,True,1680,0.498114138722,0.436288681594,1,580.0
negative,,,1,1050,mult,2,2007,small,8_2_mult_true.jpg,101,True,1680,1.72989036909,0.577254472686,0,80.0
negative,,,1,1050,add,2,2038,large,6_8_add_true.jpg,101,True,1680,0.34839209667,0.256131013646,1,80.0
neutral,,,1,1050,mult,2,1890,large,9_7_mult_true.jpg,101,True,1680,-0.10939796879,-0.0862514347739,1,500.0
negative,,,1,1050,add,2,1884,small,8_2_add_true.jpg,101,True,1680,1.58897517,1.36093280121,0,540.0
neutral,,,1,1050,add,1,2482,large,6_8_add_FNI.jpg,101,False,1680,0.216583735841,0.100090844937,1,420.0
neutral,,,1,1050,add,2,1332,small,2_7_add_true.jpg,101,True,1680,0.462752782704,0.182296504195,0,40.0
neutral,,,1,1050,mult,2,1263,large,8_4_mult_true.jpg,101,True,1680,0.282120115105,0.171280840887,1,60.0
neutral,,,1,1050,mult,2,1087,large,6_8_mult_true.jpg,101,True,1680,-0.160941465904,-0.0938774470342,0,400.0
neutral,,,1,1050,add,2,1232,small,3_6_add_true.jpg,101,True,1680,-0.0944458469539,-0.057665474407,0,540.0
neutral,,,1,1050,mult,1,1391,large,9_7_mult_FI.jpg,101,False,1680,0.832557947145,0.916799911828,0,140.0
negative,,,1,1050,mult,1,1306,small,5_3_mult_FI.jpg,101,False,1680,0.9088581969,1.0785031381,0,60.0
neutral,,,1,1050,mult,2,1118,small,3_6_mult_true.jpg,101,True,1680,0.225022554349,0.11282607473,0,40.0
neutral,,,1,1050,add,2,1206,large,8_4_add_true.jpg,101,True,1680,0.166741327254,0.12839378099,0,340.0
neutral,,,1,1050,mult,1,1409,small,8_2_mult_FNI.jpg,101,False,1680,1.44792287035,1.33248307326,2,520.0
neutral,,,1,1050,mult,1,1436,small,5_3_mult_FI.jpg,101,False,1680,1.40594910528,1.53289055726,0,340.0
neutral,,,1,1050,mult,1,1198,small,2_7_mult_FI.jpg,101,False,1680,0.573625122197,0.544951058722,0,140.0
negative,,,1,1050,add,1,1507,large,9_7_add_FI.jpg,101,False,1680,1.15633981574,1.23760755369,0,160.0
negative,,,1,1050,mult,2,1024,small,8_2_mult_true.jpg,101,True,1680,-0.169184906927,-0.22623556254,0,400.0
negative,,,1,1050,mult,1,1333,small,5_3_mult_FI.jpg,101,False,1680,1.29725687181,1.15853357051,2,80.0
neutral,,,1,1050,mult,2,1268,large,6_8_mult_true.jpg,101,True,1680,0.281825884498,0.221506628802,0,600.0
negative,,,1,1050,mult,2,1592,large,9_7_mult_true.jpg,101,True,1680,0.213803848918,0.152743965519,0,360.0
neutral,,,1,1050,mult,2,1053,small,2_7_mult_true.jpg,101,True,1680,-0.220765168918,-0.221289899228,0,480.0
negative,,,1,1050,add,1,1392,large,6_8_add_FI.jpg,101,False,1680,0.579519374263,0.746202792023,0,40.0
negative,,,1,1050,mult,2,1122,small,2_7_mult_true.jpg,101,True,1680,0.280005970743,0.166415581847,0,420.0
neutral,,,1,1050,add,2,2039,large,6_8_add_true.jpg,101,True,1680,-0.180360735214,-0.142693519543,0,140.0
negative,,,1,1050,add,2,1142,small,5_3_add_true.jpg,101,True,1680,-0.18920982515,-0.147847521304,0,320.0
negative,,,1,1050,mult,1,1410,large,8_4_mult_FI.jpg,101,False,1680,0.831469466193,0.602979336831,0,320.0
neutral,,,1,1050,mult,2,1065,small,5_3_mult_true.jpg,101,True,1680,-0.0590234777982,0.00379453204493,0,500.0
neutral,,,1,1050,mult,1,1506,small,8_2_mult_FI.jpg,101,False,1680,0.89822910975,0.863342683419,0,620.0
negative,,,1,1050,add,1,1578,small,2_7_add_FNI.jpg,101,False,1680,-0.188790982385,-0.0483151369873,0,920.0
negative,,,1,1050,add,2,1065,small,5_3_add_true.jpg,101,True,1680,0.110202640731,0.0115117788045,0,60.0
neutral,,,1,1050,add,1,2644,small,2_7_add_FNI.jpg,101,False,1680,0.829480571345,0.328081292115,0,520.0
neutral,,,1,1050,add,2,1303,large,4_9_add_true.jpg,101,True,1680,0.151648228493,0.0160483017707,1,60.0
neutral,,,1,1050,add,2,1268,large,9_7_add_true.jpg,101,True,1680,0.227239529839,0.0245563328699,0,120.0
negative,,,1,1050,mult,1,1504,large,8_4_mult_FNI.jpg,101,False,1680,0.984498404634,0.701619396536,1,100.0
neutral,,,1,1050,mult,1,2036,large,8_4_mult_FI.jpg,101,False,1680,0.515945446866,0.514556281442,1,80.0
negative,,,1,1050,add,1,1444,small,5_3_add_FI.jpg,101,False,1680,-0.12320189042,-0.0451060151858,0,80.0
neutral,,,1,1050,add,1,1348,small,8_2_add_FI.jpg,101,False,1680,-0.203755677266,-0.230602377929,0,760.0
negative,,,1,1050,mult,1,1383,small,5_3_mult_FNI.jpg,101,False,1680,1.27192782492,1.01687770059,1,320.0
neutral,,,1,1050,add,1,2586,large,6_8_add_FNI.jpg,101,False,1680,0.184520831201,0.131308001749,1,60.0
neutral,,,1,1050,add,1,2498,large,8_4_add_FNI.jpg,101,False,1680,0.442670987241,0.503474342376,1,1380.0
negative,,,1,1050,add,1,1631,large,8_4_add_FNI.jpg,101,False,1680,0.82115153312,0.732448774357,1,200.0
negative,,,1,1050,add,1,1939,large,4_9_add_FI.jpg,101,False,1680,0.745036772393,0.403889114035,0,1020.0
negative,,,1,1050,add,2,1465,large,8_4_add_true.jpg,101,True,1680,0.42589816048,-0.200481627564,1,360.0
neutral,,,1,1050,add,2,1194,small,3_6_add_true.jpg,101,True,1680,0.626018032726,0.577484025061,0,180.0
negative,,,1,1050,add,2,924,small,2_7_add_true.jpg,101,True,1680,-0.443489233747,-0.496373024328,0,300.0
neutral,,,1,1050,add,1,1391,large,6_8_add_FI.jpg,101,False,1680,1.77757747963,2.13239209959,0,400.0
neutral,,,1,1050,add,1,2830,small,8_2_add_FNI.jpg,101,False,1680,1.27943398288,1.07004729728,3,240.0
negative,,,1,1050,mult,2,1071,small,5_3_mult_true.jpg,101,True,1680,0.21051210902,0.107841291537,0,40.0
neutral,,,1,1050,add,1,1270,large,8_4_add_FI.jpg,101,False,1680,0.956360076307,0.572936969577,1,60.0
negative,,,1,1050,add,2,1315,large,9_7_add_true.jpg,101,True,1680,-0.223620980172,-0.29278102956,0,180.0
negative,,,1,1050,mult,1,1998,small,8_2_mult_FI.jpg,101,False,1680,0.936275848564,0.89620664627,1,60.0
negative,,,1,1050,add,2,1349,large,8_4_add_true.jpg,101,True,1680,0.548116514928,0.363037493923,0,580.0
negative,,,1,1050,add,2,1134,small,3_6_add_true.jpg,101,True,1680,0.41244053009,0.213074958078,0,80.0
negative,,,1,1050,mult,2,1167,large,4_9_mult_true.jpg,101,True,1680,0.246448692445,0.243025050487,0,480.0
neutral,,,1,1050,mult,2,1242,small,2_7_mult_true.jpg,101,True,1680,0.783164212785,0.55048440473,0,40.0
neutral,,,1,1050,mult,2,1378,large,8_4_mult_true.jpg,101,True,1680,0.866774281093,0.686892615955,1,360.0
neutral,,,1,1050,add,2,1116,large,8_4_add_true.jpg,101,True,1680,0.137403351881,0.0639921088992,0,240.0
negative,,,1,1050,add,2,993,large,4_9_add_true.jpg,101,True,1680,-0.166753878166,-0.131896616412,0,440.0
negative,,,1,1050,add,1,1618,small,3_6_add_FNI.jpg,101,False,1680,1.60033146614,1.32041401933,0,120.0
negative,,,1,1050,add,2,979,small,3_6_add_true.jpg,101,True,1680,0.121626549923,0.0528042133054,0,220.0
negative,,,1,1050,add,2,1719,large,6_8_add_true.jpg,101,True,1680,0.417621341329,0.485202810265,0,240.0
neutral,,,1,1050,mult,1,1732,large,6_8_mult_FI.jpg,101,False,1680,1.74720648895,1.2950915647,0,200.0
neutral,,,1,1050,mult,1,1448,large,6_8_mult_FNI.jpg,101,False,1680,1.5336259474,1.28523365468,0,100.0
neutral,,,1,1050,mult,2,1254,large,9_7_mult_true.jpg,101,True,1680,-0.113913531094,-0.0620817295361,1,180.0
neutral,,,1,1050,mult,2,1837,small,8_2_mult_true.jpg,101,True,1680,1.61242488258,1.32667881409,0,60.0
neutral,,,1,1050,add,1,1429,large,4_9_add_FI.jpg,101,False,1680,0.315998877802,0.215158374738,0,100.0
negative,,,1,1050,add,2,944,small,8_2_add_true.jpg,101,True,1680,-0.20225517396,-0.219564220309,0,360.0
neutral,,,1,1050,add,1,1468,large,9_7_add_FNI.jpg,101,False,1680,1.62833737282,1.45067212222,0,80.0
negative,,,1,1050,mult,2,1064,large,8_4_mult_true.jpg,101,True,1680,0.256209007886,0.143535730382,0,140.0
neutral,,,1,1050,mult,1,2188,large,8_4_mult_FNI.jpg,101,False,1680,1.14951398435,0.596380063878,2,380.0
negative,,,1,1050,add,1,1781,small,8_2_add_FI.jpg,101,False,1680,1.27205595554,0.982893681057,1,80.0
negative,,,1,1050,mult,1,1695,large,9_7_mult_FI.jpg,101,False,1680,0.58756686862,0.406875561233,2,360.0
negative,,,1,1050,mult,2,1230,small,3_6_mult_true.jpg,101,True,1680,0.1319868887,0.115625249964,0,60.0
negative,,,1,1050,mult,1,1418,large,4_9_mult_FI.jpg,101,False,1680,1.49652613969,1.07663219118,0,200.0
neutral,,,1,1050,add,2,1055,small,8_2_add_true.jpg,101,True,1680,0.135203946172,-0.00590560064005,0,60.0
neutral,,,1,1050,add,1,1383,small,3_6_add_FI.jpg,101,False,1680,1.06850389275,0.895116597704,1,500.0
negative,,,1,1050,add,1,2686,small,8_2_add_FNI.jpg,101,False,1680,1.18673549024,0.874992755981,0,500.0
neutral,,,1,1050,add,2,1248,small,2_7_add_true.jpg,101,True,1680,0.0803535076482,-0.0155991652254,0,140.0
neutral,,,1,1050,add,2,1448,large,4_9_add_true.jpg,101,True,1680,0.0863313466025,-0.0264850750451,0,440.0
negative,,,1,1050,add,1,1718,large,9_7_add_FNI.jpg,101,False,1680,1.69869468356,1.52623600693,0,500.0
neutral,,,1,1050,mult,2,1205,small,8_2_mult_true.jpg,101,True,1680,0.242746351116,0.206013055184,0,60.0
negative,,,1,1050,add,1,2293,large,6_8_add_FNI.jpg,101,False,1680,1.55345235459,0.993612807143,0,60.0
neutral,,,1,1050,mult,2,1208,large,8_4_mult_true.jpg,101,True,1680,0.0411827583398,0.0263224389818,0,80.0
negative,,,1,1050,mult,1,1396,small,2_7_mult_FI.jpg,101,False,1680,1.51456542553,1.33485448343,0,180.0
neutral,,,1,1050,mult,1,1544,small,5_3_mult_FNI.jpg,101,False,1680,0.620334604272,0.149799622262,1,140.0
negative,,,1,1050,add,2,1730,large,6_8_add_true.jpg,101,True,1680,0.466502945629,-0.103363626927,0,160.0
neutral,,,1,1050,mult,1,1438,small,3_6_mult_FI.jpg,101,False,1680,1.52488357107,1.16576433165,0,100.0
neutral,,,1,1050,mult,1,1941,small,3_6_mult_FNI.jpg,101,False,1680,1.18964715194,1.01614244972,0,460.0
negative,,,0,1050,mult,2,1252,large,6_8_mult_FNI.jpg,101,False,1680,-0.132061722419,-0.119895493068,0,60.0
neutral,,,1,1050,mult,2,1175,small,3_6_mult_true.jpg,101,True,1680,0.535293500261,0.235062357388,1,40.0
neutral,,,0,1050,mult,2,1151,large,9_7_mult_FNI.jpg,101,False,1680,-0.110988207525,-0.113817746158,0,280.0
neutral,,,1,1050,mult,2,1289,large,9_7_mult_true.jpg,101,True,1680,0.425157116131,0.0827324161147,0,40.0
neutral,,,1,1050,add,2,1253,small,2_7_add_true.jpg,101,True,1680,-0.338529482014,-0.332926560013,0,500.0
negative,,,1,1050,add,1,1548,small,2_7_add_FI.jpg,101,False,1680,1.42065671739,1.19457652188,0,300.0
neutral,,,1,1050,mult,1,1527,large,4_9_mult_FI.jpg,101,False,1680,1.6795485814,1.54189794263,1,320.0
neutral,,,1,1050,mult,1,2797,small,2_7_mult_FNI.jpg,101,False,1680,0.729065475047,0.498975509113,4,460.0
neutral,,,1,1050,add,1,1338,small,3_6_add_FNI.jpg,101,False,1680,1.56678765328,1.33135178994,0,360.0
negative,,,1,1050,mult,1,1522,small,8_2_mult_FNI.jpg,101,False,1680,0.615099260973,0.270718786673,0,280.0
negative,,,1,1050,mult,2,1354,large,6_8_mult_true.jpg,101,True,1680,-0.203737880214,-0.23276548256,0,660.0
neutral,,,1,1050,add,1,1660,large,4_9_add_FNI.jpg,101,False,1680,1.52278230007,1.40906760176,0,140.0
neutral,,,1,1050,mult,2,1347,large,4_9_mult_true.jpg,101,True,1680,-0.0424969020732,0.0189527210956,0,200.0
neutral,,,1,1050,add,1,1597,small,2_7_add_FI.jpg,101,False,1680,0.704821343614,0.345926561675,1,520.0
neutral,,,1,1050,add,1,1277,small,5_3_add_FNI.jpg,101,False,1680,0.685599549689,0.474134513136,0,500.0
negative,,,1,1050,mult,2,1177,large,4_9_mult_true.jpg,101,True,1680,-0.0579607542819,-0.0509929462012,0,680.0
neutral,,,1,1050,add,2,1537,large,9_7_add_true.jpg,101,True,1680,-0.0637903622892,-0.0454807805469,0,240.0
negative,,,1,1050,add,2,1003,large,9_7_add_true.jpg,101,True,1680,0.231244712586,0.22421077823,0,120.0
negative,,,1,1050,mult,2,1441,small,2_7_mult_true.jpg,101,True,1680,1.20498382823,0.712091362023,1,120.0
negative,,,1,1050,mult,2,1332,small,8_2_mult_true.jpg,101,True,1680,0.11432043381,0.000603923527031,0,60.0
negative,,,1,1050,mult,2,1053,large,9_7_mult_true.jpg,101,True,1680,-0.14866013275,-0.163336038864,0,460.0
neutral,,,1,1050,mult,1,1520,large,9_7_mult_FI.jpg,101,False,1680,1.28133008388,0.895584318873,1,440.0
neutral,,,1,1050,mult,2,1097,large,6_8_mult_true.jpg,101,True,1680,0.126045269424,0.128333820998,0,320.0
neutral,,,1,1050,add,2,1302,large,8_4_add_true.jpg,101,True,1680,-0.0595817600382,-0.0525815058186,0,460.0
