SOAcondition,Unnamed: 12,Unnamed: 13,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
neutral,,,1,1050,add,1,1329,small,8_2_add_true.jpg,128,True,1680,1.10224255052,1.44972661238,1,520.0
negative,,,1,1050,add,1,1295,small,2_7_add_true.jpg,128,True,1680,0.511806042875,0.572741124817,0,800.0
negative,,,1,1050,mult,2,1256,large,4_9_mult_FI.jpg,128,False,1680,0.469749204772,0.630831011672,0,760.0
neutral,,,1,1050,add,1,1175,large,8_4_add_true.jpg,128,True,1680,0.616576605058,0.89069154926,0,520.0
neutral,,,1,1050,mult,1,1214,large,4_9_mult_true.jpg,128,True,1680,0.697450921363,0.663872420867,2,680.0
negative,,,1,1050,mult,1,954,small,3_6_mult_true.jpg,128,True,1680,0.527555657962,0.786738640207,0,440.0
neutral,,,1,1050,mult,2,1080,large,9_7_mult_FNI.jpg,128,False,1680,-0.444144458395,-0.594795134071,0,600.0
negative,,,0,1050,add,1,1284,large,8_4_add_FNI.jpg,128,False,1680,0.123370053432,0.124633653262,0,580.0
neutral,,,1,1050,add,1,1414,small,2_7_add_true.jpg,128,True,1680,0.834261727423,0.742501356782,0,560.0
negative,,,1,1050,add,2,1370,large,6_8_add_FI.jpg,128,False,1680,0.247895669028,0.10579215645,2,700.0
neutral,,,1,1050,add,2,2130,large,8_4_add_FNI.jpg,128,False,1680,1.55161950718,0.457569800881,1,260.0
negative,,,1,1050,add,2,1510,small,5_3_add_FI.jpg,128,False,1680,1.41020456948,0.639702512972,1,380.0
negative,,,1,1050,mult,2,1696,small,8_2_mult_FNI.jpg,128,False,1680,-0.342932654612,-0.416486939794,0,500.0
neutral,,,1,1050,add,2,2280,small,2_7_add_FI.jpg,128,False,1680,1.02254961053,0.273306829911,1,720.0
neutral,,,1,1050,add,1,1736,small,3_6_add_true.jpg,128,True,1680,0.482927336144,0.449084729481,0,420.0
neutral,,,1,1050,add,1,1757,large,6_8_add_true.jpg,128,True,1680,1.00608871323,1.06600061126,1,120.0
negative,,,0,1050,add,2,2029,large,6_8_add_true.jpg,128,True,1680,1.51501515386,1.00160421336,3,120.0
negative,,,1,1050,add,2,1760,small,3_6_add_FNI.jpg,128,False,1680,1.3885296174,0.889859524483,0,320.0
negative,,,1,1050,mult,1,1019,small,8_2_mult_true.jpg,128,True,1680,0.609648458264,0.884005206739,1,380.0
neutral,,,1,1050,mult,2,1258,small,5_3_mult_FNI.jpg,128,False,1680,0.971765452275,1.18906647016,1,580.0
negative,,,1,1050,mult,1,1364,small,8_2_mult_true.jpg,128,True,1680,1.13576014264,0.726338988965,2,400.0
neutral,,,1,1050,add,1,1333,small,3_6_add_true.jpg,128,True,1680,0.0688978828793,0.0450252537015,0,620.0
negative,,,1,1050,mult,2,1499,large,6_8_mult_FI.jpg,128,False,1680,1.53115453537,1.22070992235,0,660.0
negative,,,1,1050,add,1,1743,large,4_9_add_true.jpg,128,True,1680,0.455827448961,0.502045411433,1,500.0
negative,,,0,1050,add,2,1586,large,9_7_add_true.jpg,128,True,1680,0.955030143491,0.387545328064,1,640.0
neutral,,,1,1050,add,2,1443,large,9_7_add_FI.jpg,128,False,1680,1.04528005816,0.796287385935,0,800.0
negative,,,1,1050,add,1,1255,small,5_3_add_true.jpg,128,True,1680,0.480557974607,0.518327840255,0,260.0
neutral,,,0,1050,mult,1,1422,large,8_4_mult_FI.jpg,128,False,1680,-0.150466831745,-0.0117619637202,0,860.0
negative,,,1,1050,mult,2,1137,large,9_7_mult_FNI.jpg,128,False,1680,0.713058985281,0.655154621876,0,420.0
neutral,,,1,1050,add,1,1454,small,2_7_add_true.jpg,128,True,1680,0.39016344627,0.411488367996,0,680.0
negative,,,1,1050,mult,1,1456,large,9_7_mult_true.jpg,128,True,1680,1.52184755688,1.351570213,0,620.0
neutral,,,1,1050,mult,1,1469,small,8_2_mult_true.jpg,128,True,1680,-0.1656127993,-0.100667221111,0,680.0
negative,,,1,1050,add,1,1284,large,9_7_add_true.jpg,128,True,1680,-0.111845459134,-0.00962661194701,1,820.0
neutral,,,1,1050,add,1,1720,large,4_9_add_true.jpg,128,True,1680,0.445353628041,0.401223695371,0,480.0
negative,,,1,1050,add,2,1506,small,3_6_add_FI.jpg,128,False,1680,1.46443570924,1.47501919771,0,620.0
negative,,,1,1050,mult,1,1652,large,6_8_mult_true.jpg,128,True,1680,1.3028075869,1.17823377476,1,580.0
negative,,,0,1050,mult,1,1227,large,8_4_mult_FI.jpg,128,False,1680,0.341569656118,0.481601447995,0,440.0
neutral,,,1,1050,mult,2,1318,small,8_2_mult_FNI.jpg,128,False,1680,0.930564504144,0.540542845533,2,540.0
neutral,,,1,1050,mult,1,1303,small,5_3_mult_true.jpg,128,True,1680,0.529073822551,0.718164454516,1,600.0
neutral,,,1,1050,mult,1,1104,small,8_2_mult_true.jpg,128,True,1680,0.829139863089,1.0890536852,1,600.0
negative,,,1,1050,mult,2,1002,large,4_9_mult_FNI.jpg,128,False,1680,0.695556501371,0.751322033587,0,460.0
neutral,,,0,1050,mult,2,1896,large,4_9_mult_true.jpg,128,True,1680,1.64349050204,0.0116868474089,4,660.0
neutral,,,1,1050,mult,2,1316,large,6_8_mult_FI.jpg,128,False,1680,1.25909636772,1.03341969538,0,540.0
neutral,,,1,1050,mult,1,1087,small,2_7_mult_true.jpg,128,True,1680,0.390818729548,0.395529349974,0,340.0
neutral,,,0,1050,add,-1,None,large,4_9_add_FNI.jpg,128,False,1680,2.11305145675,0.104932223088,2,420.0
negative,,,1,1050,mult,1,820,small,5_3_mult_true.jpg,128,True,1680,0.725747249941,0.957328885607,0,60.0
neutral,,,1,1050,mult,1,1374,large,9_7_mult_true.jpg,128,True,1680,0.523660789624,0.723139006164,0,840.0
negative,,,1,1050,mult,2,1180,large,8_4_mult_FNI.jpg,128,False,1680,0.45675511371,0.226371878092,0,700.0
negative,,,1,1050,add,2,1106,large,9_7_add_FI.jpg,128,False,1680,1.38792296621,0.723831889877,0,300.0
negative,,,1,1050,mult,2,1385,large,9_7_mult_FI.jpg,128,False,1680,1.42092451861,1.50334754174,1,420.0
negative,,,1,1050,mult,2,1674,large,6_8_mult_FNI.jpg,128,False,1680,1.5868638929,0.917644718201,0,640.0
negative,,,1,1050,mult,1,1192,large,4_9_mult_true.jpg,128,True,1680,0.245792821881,0.289202768904,0,660.0
neutral,,,0,1050,add,1,1262,small,3_6_add_FI.jpg,128,False,1680,0.60034812813,0.132746542384,1,600.0
negative,,,1,1050,add,2,2340,large,4_9_add_FNI.jpg,128,False,1680,1.71266577998,0.94602486969,3,300.0
neutral,,,1,1050,mult,2,1174,large,9_7_mult_FI.jpg,128,False,1680,0.333791103324,0.0390310261034,0,460.0
negative,,,1,1050,add,1,1588,small,5_3_add_true.jpg,128,True,1680,1.60310155971,0.949263996772,2,680.0
neutral,,,1,1050,add,1,1124,small,8_2_add_true.jpg,128,True,1680,0.0861975995305,0.0483524100052,0,620.0
negative,,,1,1050,mult,1,1241,large,8_4_mult_true.jpg,128,True,1680,1.17192993677,0.738960601393,1,500.0
negative,,,0,1050,mult,1,1111,large,4_9_mult_FNI.jpg,128,False,1680,1.10151779578,1.14318521246,2,200.0
neutral,,,0,1050,add,1,1320,large,4_9_add_FI.jpg,128,False,1680,0.481810240308,0.496918444498,0,580.0
negative,,,0,1050,mult,1,2032,large,9_7_mult_FNI.jpg,128,False,1680,0.429196329466,0.423979053088,0,260.0
neutral,,,1,1050,add,1,1958,small,5_3_add_true.jpg,128,True,1680,0.624934994149,0.713701591092,2,720.0
neutral,,,1,1050,add,1,1360,large,9_7_add_true.jpg,128,True,1680,0.193180955904,0.2228383236,0,620.0
negative,,,1,1050,mult,2,1024,small,2_7_mult_FI.jpg,128,False,1680,0.837591020678,0.509435759601,3,400.0
negative,,,1,1050,add,2,2022,large,8_4_add_FNI.jpg,128,False,1680,1.74527330337,1.35256787633,0,780.0
negative,,,1,1050,mult,2,1212,small,2_7_mult_FNI.jpg,128,False,1680,-0.343242762346,0.0701765484043,1,280.0
negative,,,1,1050,mult,2,1113,small,5_3_mult_FNI.jpg,128,False,1680,1.38531643515,0.216432278632,1,40.0
neutral,,,1,1050,add,2,2038,small,3_6_add_FI.jpg,128,False,1680,1.79964728245,-0.573681335383,1,680.0
negative,,,1,1050,add,1,1236,small,2_7_add_true.jpg,128,True,1680,0.29661816082,0.385408581278,0,700.0
neutral,,,1,1050,mult,1,1163,small,3_6_mult_true.jpg,128,True,1680,0.65824662837,0.773771039268,0,480.0
negative,,,1,1050,mult,1,1055,small,5_3_mult_true.jpg,128,True,1680,0.210017151707,0.150191548534,0,460.0
negative,,,1,1050,mult,2,1343,small,5_3_mult_FI.jpg,128,False,1680,-0.0542070885163,-0.032970700946,0,720.0
neutral,,,0,1050,mult,1,1224,large,8_4_mult_FI.jpg,128,False,1680,-0.105955911351,-0.078168649948,0,580.0
neutral,,,1,1050,mult,1,1197,large,9_7_mult_true.jpg,128,True,1680,0.939917782073,0.867695086554,0,600.0
negative,,,1,1050,mult,2,1198,large,6_8_mult_FI.jpg,128,False,1680,0.375773718135,0.447146697734,1,560.0
negative,,,1,1050,add,1,1483,large,9_7_add_true.jpg,128,True,1680,0.291334951255,0.298636960283,0,900.0
neutral,,,0,1050,add,1,1377,small,3_6_add_FNI.jpg,128,False,1680,-0.381168665759,-0.346252926288,0,980.0
neutral,,,1,1050,add,1,1286,small,3_6_add_true.jpg,128,True,1680,0.448175640077,0.464109585693,1,740.0
negative,,,1,1050,mult,2,927,large,4_9_mult_FI.jpg,128,False,1680,0.719190593484,0.527740583393,0,280.0
negative,,,1,1050,add,1,1137,large,8_4_add_true.jpg,128,True,1680,1.06292702533,1.3824251666,0,320.0
neutral,,,1,1050,mult,2,998,small,3_6_mult_FNI.jpg,128,False,1680,0.260453749746,0.270711254082,0,460.0
negative,,,1,1050,mult,1,1192,large,8_4_mult_true.jpg,128,True,1680,0.772096712126,0.847066149909,0,520.0
neutral,,,1,1050,add,2,1585,small,5_3_add_FNI.jpg,128,False,1680,1.50103346644,0.695275096892,1,500.0
negative,,,1,1050,add,2,1322,small,8_2_add_FNI.jpg,128,False,1680,1.47303623607,1.23478524697,0,640.0
neutral,,,1,1050,add,1,1187,small,8_2_add_true.jpg,128,True,1680,0.097109736211,0.104837032897,0,620.0
neutral,,,0,1050,mult,1,1229,large,9_7_mult_FNI.jpg,128,False,1680,1.04626100949,1.43556225727,0,560.0
neutral,,,1,1050,add,1,1074,small,2_7_add_true.jpg,128,True,1680,0.107008579174,0.105637607848,0,480.0
neutral,,,0,1050,add,2,1455,large,4_9_add_true.jpg,128,True,1680,-0.221926235764,-0.295234181995,0,660.0
negative,,,1,1050,add,1,1083,large,6_8_add_true.jpg,128,True,1680,0.247964623837,0.194949161396,0,280.0
neutral,,,1,1050,mult,2,1662,large,8_4_mult_FNI.jpg,128,False,1680,1.68321864881,1.15069582283,1,640.0
neutral,,,1,1050,mult,2,1452,large,9_7_mult_FI.jpg,128,False,1680,1.40661284724,1.15140116273,0,620.0
neutral,,,0,1050,add,1,1577,large,4_9_add_FNI.jpg,128,False,1680,0.573391480522,0.670523255068,0,480.0
negative,,,1,1050,add,2,1877,large,8_4_add_FI.jpg,128,False,1680,1.49615314476,0.933371593182,0,120.0
negative,,,1,1050,mult,2,1969,large,8_4_mult_FNI.jpg,128,False,1680,1.64140278744,0.183385868769,3,660.0
neutral,,,1,1050,mult,1,1248,small,2_7_mult_true.jpg,128,True,1680,0.751802426543,0.899130623975,1,600.0
negative,,,1,1050,add,1,1707,small,3_6_add_true.jpg,128,True,1680,0.38212292702,0.325984524182,1,580.0
neutral,,,1,1050,mult,2,1362,large,4_9_mult_FI.jpg,128,False,1680,-0.577735489872,-0.825004827659,0,680.0
neutral,,,1,1050,add,2,1306,small,5_3_add_FI.jpg,128,False,1680,0.961455270257,0.407990571599,1,320.0
negative,,,1,1050,add,2,1041,small,2_7_add_FI.jpg,128,False,1680,-0.142790179088,0.00494862145768,0,460.0
neutral,,,0,1050,mult,1,1187,large,6_8_mult_FNI.jpg,128,False,1680,0.497619707388,0.5864486832,1,720.0
neutral,,,1,1050,add,1,1814,large,4_9_add_true.jpg,128,True,1680,0.873006575125,0.551016385726,0,500.0
neutral,,,1,1050,mult,1,1193,large,6_8_mult_true.jpg,128,True,1680,1.2337013244,1.42053495714,0,280.0
neutral,,,1,1050,mult,1,1928,large,4_9_mult_true.jpg,128,True,1680,1.69308636188,0.837525023592,1,520.0
negative,,,1,1050,add,1,1445,large,9_7_add_true.jpg,128,True,1680,1.33442308896,1.352978231,0,660.0
neutral,,,1,1050,add,2,1375,small,8_2_add_FNI.jpg,128,False,1680,0.601239954874,0.690915850968,1,880.0
negative,,,1,1050,add,2,1034,small,3_6_add_FI.jpg,128,False,1680,0.172253503876,0.013696802091,0,540.0
negative,,,1,1050,mult,1,817,large,4_9_mult_true.jpg,128,True,1680,0.453028928186,0.539108122794,0,300.0
neutral,,,1,1050,mult,1,902,large,9_7_mult_true.jpg,128,True,1680,0.537060128019,0.640918802325,0,360.0
neutral,,,1,1050,mult,2,1221,small,2_7_mult_FI.jpg,128,False,1680,0.766941399358,0.741518974152,0,580.0
neutral,,,1,1050,mult,2,1361,large,4_9_mult_FNI.jpg,128,False,1680,1.63261053226,1.30284547034,0,560.0
negative,,,1,1050,add,1,1241,large,6_8_add_true.jpg,128,True,1680,0.229401835889,0.266221227399,0,680.0
neutral,,,1,1050,mult,1,1084,small,8_2_mult_true.jpg,128,True,1680,0.472369800389,0.704579295706,0,660.0
negative,,,1,1050,add,1,1370,large,4_9_add_true.jpg,128,True,1680,0.549574433895,0.200850057505,0,200.0
neutral,,,1,1050,add,2,1838,large,8_4_add_FNI.jpg,128,False,1680,1.51758378995,1.32777746445,0,640.0
negative,,,1,1050,add,1,991,small,8_2_add_true.jpg,128,True,1680,0.139897150186,0.169402484597,0,560.0
negative,,,1,1050,mult,2,1377,large,9_7_mult_FI.jpg,128,False,1680,1.43016251979,1.005978937,1,540.0
negative,,,1,1050,add,1,1150,small,5_3_add_true.jpg,128,True,1680,0.337890428723,0.346213157494,0,360.0
negative,,,1,1050,mult,1,906,small,3_6_mult_true.jpg,128,True,1680,-0.0781022468952,-0.0586173695726,0,420.0
negative,,,1,1050,add,2,2146,small,5_3_add_FNI.jpg,128,False,1680,1.29516442379,1.01486015983,1,800.0
negative,,,0,1050,mult,2,1107,large,9_7_mult_true.jpg,128,True,1680,0.850131648512,0.622701198271,1,560.0
negative,,,1,1050,mult,2,1344,small,8_2_mult_FI.jpg,128,False,1680,0.550905696982,0.528164705231,0,660.0
negative,,,1,1050,mult,1,1350,small,8_2_mult_true.jpg,128,True,1680,0.162690374529,0.147990720705,0,780.0
negative,,,1,1050,mult,1,1093,small,3_6_mult_true.jpg,128,True,1680,0.462880388379,0.552068784,0,60.0
neutral,,,0,1050,add,1,1729,large,6_8_add_FI.jpg,128,False,1680,0.247565094317,0.310565185422,0,1020.0
neutral,,,1,1050,add,2,1130,small,8_2_add_FI.jpg,128,False,1680,-0.0517015159538,-0.0274985689192,0,740.0
neutral,,,1,1050,mult,2,1586,small,8_2_mult_FI.jpg,128,False,1680,1.51054702915,1.05492700696,1,600.0
negative,,,0,1050,add,1,2369,large,6_8_add_FNI.jpg,128,False,1680,0.197833897899,0.18744523798,0,1440.0
negative,,,1,1050,add,2,1123,small,2_7_add_FNI.jpg,128,False,1680,0.11069082492,0.0931763130931,0,580.0
neutral,,,1,1050,mult,1,1020,small,2_7_mult_true.jpg,128,True,1680,0.851101571583,1.0668627207,0,460.0
neutral,,,1,1050,add,1,1518,small,3_6_add_true.jpg,128,True,1680,0.51721841406,0.585809485625,0,680.0
neutral,,,1,1050,add,1,1268,small,8_2_add_true.jpg,128,True,1680,-0.226551634408,-0.134487760146,0,700.0
neutral,,,1,1050,add,1,1632,large,8_4_add_true.jpg,128,True,1680,0.262533173734,0.338705746827,1,680.0
neutral,,,1,1050,add,1,1631,small,2_7_add_true.jpg,128,True,1680,1.54479722965,1.58897824162,1,620.0
neutral,,,0,1050,add,1,1903,large,6_8_add_FNI.jpg,128,False,1680,0.471547292058,0.367832575253,1,260.0
neutral,,,1,1050,add,1,1366,large,6_8_add_true.jpg,128,True,1680,-0.278710757027,-0.372073133557,0,620.0
negative,,,1,1050,mult,2,1225,large,6_8_mult_FNI.jpg,128,False,1680,0.507489589295,0.460083479982,1,440.0
negative,,,1,1050,add,1,968,small,8_2_add_true.jpg,128,True,1680,0.508244400564,0.48684282132,0,380.0
neutral,,,1,1050,mult,1,1690,large,8_4_mult_true.jpg,128,True,1680,0.0823499158007,-0.00287515956493,0,1020.0
negative,,,1,1050,mult,2,1288,small,8_2_mult_FNI.jpg,128,False,1680,1.71200299584,1.35275393466,0,220.0
negative,,,1,1050,mult,1,1046,small,2_7_mult_true.jpg,128,True,1680,-0.158610525152,-0.055138732702,0,600.0
negative,,,1,1050,add,2,1154,large,6_8_add_FI.jpg,128,False,1680,0.339561193221,0.268084293395,0,480.0
neutral,,,1,1050,add,2,1245,large,9_7_add_FI.jpg,128,False,1680,0.56262240785,0.0390527278162,1,600.0
neutral,,,1,1050,add,2,2369,large,9_7_add_FNI.jpg,128,False,1680,1.56593949883,-0.85065376466,3,760.0
neutral,,,1,1050,mult,1,1119,large,4_9_mult_true.jpg,128,True,1680,0.535902344083,0.609966547935,0,420.0
negative,,,1,1050,mult,1,1278,small,8_2_mult_true.jpg,128,True,1680,0.661650753495,0.958042532043,1,600.0
negative,,,1,1050,mult,1,1256,large,4_9_mult_true.jpg,128,True,1680,0.345698637141,0.397687735513,0,500.0
neutral,,,1,1050,mult,1,2184,small,8_2_mult_true.jpg,128,True,1680,0.890603392356,1.34433915606,3,640.0
neutral,,,1,1050,mult,2,1063,small,2_7_mult_FNI.jpg,128,False,1680,1.13589224801,1.11480112018,1,560.0
neutral,,,1,1050,mult,2,1086,small,8_2_mult_FNI.jpg,128,False,1680,-0.161980898072,-0.172339726288,0,600.0
neutral,,,1,1050,mult,1,1005,small,5_3_mult_true.jpg,128,True,1680,0.235200477664,0.329871339073,0,500.0
negative,,,0,1050,mult,1,1166,small,3_6_mult_FI.jpg,128,False,1680,0.445339113835,0.628239755448,0,520.0
negative,,,1,1050,mult,1,1451,large,6_8_mult_true.jpg,128,True,1680,0.173017298505,0.229497347164,0,980.0
negative,,,1,1050,mult,1,1033,large,9_7_mult_true.jpg,128,True,1680,0.774167681924,0.260652756583,2,380.0
neutral,,,1,1050,mult,1,1003,large,6_8_mult_true.jpg,128,True,1680,0.258751348029,0.262172040406,0,360.0
negative,,,0,1050,mult,1,1935,large,8_4_mult_FI.jpg,128,False,1680,1.20071677758,0.841135742254,2,500.0
negative,,,1,1050,add,2,1129,large,9_7_add_FI.jpg,128,False,1680,0.56125285119,0.584856598807,0,360.0
negative,,,1,1050,add,1,1488,small,5_3_add_true.jpg,128,True,1680,0.595401661285,-0.113950895512,1,360.0
neutral,,,1,1050,mult,2,1558,large,6_8_mult_FI.jpg,128,False,1680,1.19616583873,0.322912290797,2,520.0
negative,,,1,1050,mult,1,1066,small,2_7_mult_true.jpg,128,True,1680,0.422814379006,-0.0455514360922,0,280.0
neutral,,,1,1050,add,1,1099,small,5_3_add_true.jpg,128,True,1680,0.125235948936,0.103658183401,0,640.0
negative,,,1,1050,add,2,1218,large,4_9_add_FI.jpg,128,False,1680,1.36026003822,1.55750689108,0,220.0
negative,,,1,1050,add,1,1320,large,4_9_add_true.jpg,128,True,1680,1.14859761798,0.804120207314,2,380.0
neutral,,,1,1050,mult,1,1205,small,3_6_mult_true.jpg,128,True,1680,-0.152542243164,-0.201379153301,0,120.0
neutral,,,1,1050,add,2,1127,large,8_4_add_FI.jpg,128,False,1680,0.297896241077,0.373890472618,0,580.0
neutral,,,0,1050,mult,1,1236,small,3_6_mult_FI.jpg,128,False,1680,0.621081936082,0.848245692915,0,140.0
negative,,,1,1050,mult,1,1757,large,8_4_mult_true.jpg,128,True,1680,0.689797884167,0.39927919249,2,480.0
negative,,,1,1050,add,1,1299,small,2_7_add_true.jpg,128,True,1680,0.229389190379,0.305088187931,0,800.0
negative,,,1,1050,add,1,1217,large,8_4_add_true.jpg,128,True,1680,0.625516294687,0.610652388984,0,300.0
negative,,,1,1050,add,2,1265,small,5_3_add_FI.jpg,128,False,1680,0.604291478101,0.526136040074,0,660.0
neutral,,,1,1050,add,1,1022,large,8_4_add_true.jpg,128,True,1680,0.620323414781,0.90687438957,0,500.0
negative,,,0,1050,add,1,2194,small,3_6_add_FNI.jpg,128,False,1680,1.82565463337,0.883468669806,1,560.0
neutral,,,1,1050,add,2,1405,small,2_7_add_FNI.jpg,128,False,1680,0.14280318495,0.0349262804095,1,440.0
negative,,,1,1050,add,2,1516,small,8_2_add_FI.jpg,128,False,1680,0.48939300208,-0.110562464083,0,540.0
neutral,,,1,1050,mult,1,1187,small,5_3_mult_true.jpg,128,True,1680,0.144248254861,0.0809811421116,0,720.0
negative,,,1,1050,mult,1,1035,large,6_8_mult_true.jpg,128,True,1680,0.844564076982,0.922401559087,0,120.0
negative,,,1,1050,add,2,981,large,9_7_add_FNI.jpg,128,False,1680,0.153499871794,0.155954911628,0,480.0
neutral,,,1,1050,add,1,1405,large,9_7_add_true.jpg,128,True,1680,0.783888596858,0.869037757665,0,500.0
neutral,,,1,1050,add,2,1199,small,2_7_add_FI.jpg,128,False,1680,0.799598067568,0.521659223071,1,580.0
negative,,,1,1050,mult,2,1270,small,3_6_mult_FNI.jpg,128,False,1680,1.29828562476,0.950433402764,1,440.0
neutral,,,1,1050,add,1,1410,large,6_8_add_true.jpg,128,True,1680,1.22410506098,1.39558051493,0,600.0
negative,,,0,1050,add,-1,None,small,3_6_add_true.jpg,128,True,1680,1.79978881515,-1.04433411292,0,560.0
neutral,,,1,1050,mult,2,1221,small,5_3_mult_FI.jpg,128,False,1680,0.526512518246,0.311552561808,2,500.0
negative,,,1,1050,mult,1,1169,small,5_3_mult_true.jpg,128,True,1680,0.362038407325,0.406722776164,0,660.0
negative,,,1,1050,add,2,1118,large,4_9_add_FNI.jpg,128,False,1680,-0.140949807236,-0.140404449187,0,160.0
neutral,,,1,1050,mult,1,1431,large,8_4_mult_true.jpg,128,True,1680,1.4668163258,1.49510396102,1,340.0
neutral,,,1,1050,mult,2,1447,small,5_3_mult_FNI.jpg,128,False,1680,0.422082724293,0.282064572995,1,500.0
neutral,,,0,1050,add,2,1597,small,3_6_add_FNI.jpg,129,False,1680,1.68096619475,0.808314683877,0,40.0
neutral,,,1,1050,mult,2,2096,large,4_9_mult_true.jpg,129,True,1680,1.21914817519,0.511273584682,1,80.0
neutral,,,1,1050,mult,1,1280,small,2_7_mult_FNI.jpg,129,False,1680,0.320740054824,0.300177875344,1,100.0
neutral,,,1,1050,add,2,1023,large,4_9_add_true.jpg,129,True,1680,0.434583390943,0.38514302663,1,40.0
negative,,,1,1050,mult,1,1217,small,3_6_mult_FI.jpg,129,False,1680,0.367763943665,0.373132951391,0,60.0
neutral,,,1,1050,mult,1,1473,small,3_6_mult_FI.jpg,129,False,1680,0.629320910318,0.57442939042,1,60.0
negative,,,1,1050,mult,2,957,large,6_8_mult_true.jpg,129,True,1680,0.534030448318,0.590803843276,0,60.0
negative,,,1,1050,add,2,1358,large,4_9_add_true.jpg,129,True,1680,1.32709709581,1.17526465057,0,60.0
negative,,,1,1050,add,2,1005,large,8_4_add_true.jpg,129,True,1680,0.395732687224,0.470788576111,2,80.0
negative,,,0,1050,add,2,1550,small,8_2_add_FNI.jpg,129,False,1680,1.53858531996,1.22710201067,1,60.0
neutral,,,1,1050,mult,2,1001,small,2_7_mult_true.jpg,129,True,1680,0.654433148695,0.449769149494,0,40.0
negative,,,1,1050,mult,1,1279,large,6_8_mult_FI.jpg,129,False,1680,1.19014129199,0.986967103467,1,40.0
neutral,,,0,1050,add,2,1070,small,2_7_add_FI.jpg,129,False,1680,0.771376294171,-0.124105943062,1,300.0
negative,,,1,1050,add,1,2352,small,5_3_add_FNI.jpg,129,False,1680,1.50648986947,0.606422640408,2,200.0
negative,,,1,1050,mult,1,1221,small,3_6_mult_FNI.jpg,129,False,1680,0.367896291087,0.267842083071,0,60.0
neutral,,,1,1050,mult,2,1081,large,6_8_mult_true.jpg,129,True,1680,0.540835371919,0.596910234995,0,300.0
negative,,,1,1050,mult,1,999,small,2_7_mult_FI.jpg,129,False,1680,1.21674159075,0.807872597894,1,140.0
negative,,,1,1050,add,1,1511,small,8_2_add_FI.jpg,129,False,1680,1.38792335503,0.972636856854,2,80.0
negative,,,1,1050,add,1,2038,small,3_6_add_FNI.jpg,129,False,1680,1.59605100236,1.15477903156,2,100.0
neutral,,,1,1050,mult,1,1925,large,4_9_mult_FNI.jpg,129,False,1680,1.10742783322,0.513446750483,0,40.0
negative,,,1,1050,add,2,1051,large,6_8_add_true.jpg,129,True,1680,0.662396421795,0.492420629071,1,60.0
neutral,,,1,1050,mult,1,1829,large,9_7_mult_FI.jpg,129,False,1680,1.38157620851,0.672835102051,3,60.0
negative,,,1,1050,add,2,812,small,8_2_add_true.jpg,129,True,1680,1.23920946578,0.913539023694,0,260.0
negative,,,1,1050,mult,2,1525,small,8_2_mult_true.jpg,129,True,1680,1.63173545643,0.412495287437,0,60.0
neutral,,,1,1050,mult,1,1496,large,8_4_mult_FI.jpg,129,False,1680,1.44334616974,1.03208992277,2,320.0
neutral,,,1,1050,add,1,1321,small,8_2_add_FNI.jpg,129,False,1680,0.585133270098,0.480668824204,1,60.0
neutral,,,1,1050,add,1,982,small,3_6_add_FI.jpg,129,False,1680,1.25074760688,0.940547105929,0,40.0
negative,,,1,1050,mult,1,1596,small,5_3_mult_FNI.jpg,129,False,1680,1.19845680066,0.706714742624,2,40.0
negative,,,1,1050,add,1,1172,large,8_4_add_FI.jpg,129,False,1680,1.13921305099,0.863246804175,0,60.0
neutral,,,0,1050,add,1,703,small,2_7_add_true.jpg,129,True,1680,0.166248785003,0.216085004518,0,160.0
negative,,,1,1050,add,2,1082,small,3_6_add_true.jpg,129,True,1680,0.53529144888,0.447653120165,1,40.0
negative,,,0,1050,mult,2,1158,large,9_7_mult_FNI.jpg,129,False,1680,1.10141467637,0.854912176865,0,40.0
neutral,,,1,1050,add,2,1004,small,2_7_add_true.jpg,129,True,1680,1.32005394804,0.988854507285,0,40.0
negative,,,1,1050,mult,2,1229,small,5_3_mult_true.jpg,129,True,1680,1.10607585569,0.923805745882,3,360.0
negative,,,1,1050,add,1,1333,small,3_6_add_FI.jpg,129,False,1680,0.547282063565,0.357616455203,2,220.0
negative,,,0,1050,mult,2,688,large,8_4_mult_FI.jpg,129,False,1680,0.46676401573,0.49466512395,0,160.0
neutral,,,1,1050,mult,2,870,large,6_8_mult_true.jpg,129,True,1680,0.764303599165,0.645622669999,0,60.0
neutral,,,0,1050,add,1,1005,large,6_8_add_true.jpg,129,True,1680,1.35722533233,1.10165302417,0,160.0
neutral,,,1,1050,add,1,1138,large,8_4_add_FNI.jpg,129,False,1680,0.636785852657,0.444334162608,0,80.0
negative,,,1,1050,add,1,1469,small,5_3_add_FI.jpg,129,False,1680,0.717461594448,0.575420239156,0,60.0
negative,,,1,1050,add,1,1614,large,8_4_add_FNI.jpg,129,False,1680,0.847911323153,0.682318548567,3,60.0
negative,,,1,1050,mult,2,711,small,2_7_mult_true.jpg,129,True,1680,0.142893031763,0.124239376045,0,40.0
negative,,,1,1050,mult,2,845,large,4_9_mult_true.jpg,129,True,1680,1.40378275157,1.02464701564,1,40.0
negative,,,1,1050,mult,1,1045,large,9_7_mult_FI.jpg,129,False,1680,1.49739626338,0.867188677542,0,40.0
